SHEET: Payment
Shape: 1000 rows x 7 columns

                       0      1       2              3                  4                  5        6
183                  NaN    NaN     NaN            NaN                NaN                NaN        0
184                  NaN    NaN     NaN            NaN                NaN                NaN        0
185                  NaN    NaN     NaN            NaN                NaN                NaN        0
186                  NaN    NaN     NaN            NaN                NaN                NaN        0
187                  NaN    NaN     NaN            NaN                NaN                NaN        0
188                  NaN    NaN     NaN            NaN                NaN                NaN        0
189                  NaN    NaN     NaN            NaN                NaN                NaN        0
190                  NaN    NaN     NaN            NaN                NaN                NaN        0
191                  NaN    NaN     NaN            NaN                NaN                NaN        0
192                  NaN    NaN     NaN            NaN                NaN                NaN        0
193                  NaN    NaN     NaN            NaN                NaN                NaN        0
194                  NaN    NaN     NaN            NaN                NaN                NaN        0
195                  NaN    NaN     NaN            NaN                NaN                NaN        0
196                  NaN    NaN     NaN            NaN                NaN                NaN        0
197                  NaN    NaN     NaN            NaN                NaN                NaN        0
198                  NaN    NaN     NaN            NaN                NaN                NaN        0
199                  NaN    NaN     NaN            NaN                NaN                NaN        0
200                  NaN    NaN     NaN            NaN                NaN                NaN        0
201                  NaN    NaN     NaN            NaN                NaN                NaN        0
202                  NaN    NaN     NaN            NaN                NaN                NaN        0
203                  NaN    NaN     NaN            NaN                NaN                NaN        0
204                  NaN    NaN     NaN            NaN                NaN                NaN        0
205                  NaN    NaN     NaN            NaN                NaN                NaN        0
206                  NaN    NaN     NaN            NaN                NaN                NaN        0
207                  NaN    NaN     NaN            NaN                NaN                NaN        0
208                  NaN    NaN     NaN            NaN                NaN                NaN        0
209                  NaN    NaN     NaN            NaN                NaN                NaN        0
210                  NaN    NaN     NaN            NaN                NaN                NaN        0
211                  NaN    NaN     NaN            NaN                NaN                NaN        0
212                  NaN    NaN     NaN            NaN                NaN                NaN        0
213                  NaN    NaN     NaN            NaN                NaN                NaN        0
214                  NaN    NaN     NaN            NaN                NaN                NaN        0
215                  NaN    NaN     NaN            NaN                NaN                NaN        0
216                  NaN    NaN     NaN            NaN                NaN                NaN        0
217                  NaN    NaN     NaN            NaN                NaN                NaN        0
218                  NaN    NaN     NaN            NaN                NaN                NaN        0
219                  NaN    NaN     NaN            NaN                NaN                NaN        0
220                  NaN    NaN     NaN            NaN                NaN                NaN        0
221                  NaN    NaN     NaN            NaN                NaN                NaN        0
222                  NaN    NaN     NaN            NaN                NaN                NaN        0
223                  NaN    NaN     NaN            NaN                NaN                NaN        0
224                  NaN    NaN     NaN            NaN                NaN                NaN        0
225                  NaN    NaN     NaN            NaN                NaN                NaN        0
226                  NaN    NaN     NaN            NaN                NaN                NaN        0
227                  NaN    NaN     NaN            NaN                NaN                NaN        0
228                  NaN    NaN     NaN            NaN                NaN                NaN        0
229                  NaN    NaN     NaN            NaN                NaN                NaN        0
230                  NaN    NaN     NaN            NaN                NaN                NaN        0
231                  NaN    NaN     NaN            NaN                NaN                NaN        0
232                  NaN    NaN     NaN            NaN                NaN                NaN        0
233                  NaN    NaN     NaN            NaN                NaN                NaN        0
234                  NaN    NaN     NaN            NaN                NaN                NaN        0
235                  NaN    NaN     NaN            NaN                NaN                NaN        0
236                  NaN    NaN     NaN            NaN                NaN                NaN        0
237                  NaN    NaN     NaN            NaN                NaN                NaN        0
238                  NaN    NaN     NaN            NaN                NaN                NaN        0
239                  NaN    NaN     NaN            NaN                NaN                NaN        0
240                  NaN    NaN     NaN            NaN                NaN                NaN        0
241                  NaN    NaN     NaN            NaN                NaN                NaN        0
242                  NaN    NaN     NaN            NaN                NaN                NaN        0
243                  NaN    NaN     NaN            NaN                NaN                NaN        0
244                  NaN    NaN     NaN            NaN                NaN                NaN        0
245                  NaN    NaN     NaN            NaN                NaN                NaN        0
246                  NaN    NaN     NaN            NaN                NaN                NaN        0
247                  NaN    NaN     NaN            NaN                NaN                NaN        0
248                  NaN    NaN     NaN            NaN                NaN                NaN        0
249                  NaN    NaN     NaN            NaN                NaN                NaN        0
250                  NaN    NaN     NaN            NaN                NaN                NaN        0
251                  NaN    NaN     NaN            NaN                NaN                NaN        0
252                  NaN    NaN     NaN            NaN                NaN                NaN        0
253                  NaN    NaN     NaN            NaN                NaN                NaN        0
254                  NaN    NaN     NaN            NaN                NaN                NaN        0
255                  NaN    NaN     NaN            NaN                NaN                NaN        0
256                  NaN    NaN     NaN            NaN                NaN                NaN        0
257                  NaN    NaN     NaN            NaN                NaN                NaN        0
258                  NaN    NaN     NaN            NaN                NaN                NaN        0
259                  NaN    NaN     NaN            NaN                NaN                NaN        0
260                  NaN    NaN     NaN            NaN                NaN                NaN        0
261                  NaN    NaN     NaN            NaN                NaN                NaN        0
262                  NaN    NaN     NaN            NaN                NaN                NaN        0
263                  NaN    NaN     NaN            NaN                NaN                NaN        0
264                  NaN    NaN     NaN            NaN                NaN                NaN        0
265                  NaN    NaN     NaN            NaN                NaN                NaN        0
266                  NaN    NaN     NaN            NaN                NaN                NaN        0
267                  NaN    NaN     NaN            NaN                NaN                NaN        0
268                  NaN    NaN     NaN            NaN                NaN                NaN        0
269                  NaN    NaN     NaN            NaN                NaN                NaN        0
270                  NaN    NaN     NaN            NaN                NaN                NaN        0
271                  NaN    NaN     NaN            NaN                NaN                NaN        0
272                  NaN    NaN     NaN            NaN                NaN                NaN        0
273                  NaN    NaN     NaN            NaN                NaN                NaN        0
274                  NaN    NaN     NaN            NaN                NaN                NaN        0
275                  NaN    NaN     NaN            NaN                NaN                NaN        0
276                  NaN    NaN     NaN            NaN                NaN                NaN        0
277                  NaN    NaN     NaN            NaN                NaN                NaN        0
278                  NaN    NaN     NaN            NaN                NaN                NaN        0
279                  NaN    NaN     NaN            NaN                NaN                NaN        0
280                  NaN    NaN     NaN            NaN                NaN                NaN        0
281                  NaN    NaN     NaN            NaN                NaN                NaN        0
282                  NaN    NaN     NaN            NaN                NaN                NaN        0
283                  NaN    NaN     NaN            NaN                NaN                NaN        0
284                  NaN    NaN     NaN            NaN                NaN                NaN        0
285                  NaN    NaN     NaN            NaN                NaN                NaN        0
286                  NaN    NaN     NaN            NaN                NaN                NaN        0
287                  NaN    NaN     NaN            NaN                NaN                NaN        0
288                  NaN    NaN     NaN            NaN                NaN                NaN        0
289                  NaN    NaN     NaN            NaN                NaN                NaN        0
290                  NaN    NaN     NaN            NaN                NaN                NaN        0
291                  NaN    NaN     NaN            NaN                NaN                NaN        0
292                  NaN    NaN     NaN            NaN                NaN                NaN        0
293                  NaN    NaN     NaN            NaN                NaN                NaN        0
294                  NaN    NaN     NaN            NaN                NaN                NaN        0
295                  NaN    NaN     NaN            NaN                NaN                NaN        0
296                  NaN    NaN     NaN            NaN                NaN                NaN        0
297                  NaN    NaN     NaN            NaN                NaN                NaN        0
298                  NaN    NaN     NaN            NaN                NaN                NaN        0
299                  NaN    NaN     NaN            NaN                NaN                NaN        0
300                  NaN    NaN     NaN            NaN                NaN                NaN        0
301                  NaN    NaN     NaN            NaN                NaN                NaN        0
302                  NaN    NaN     NaN            NaN                NaN                NaN        0
303                  NaN    NaN     NaN            NaN                NaN                NaN        0
304                  NaN    NaN     NaN            NaN                NaN                NaN        0
305                  NaN    NaN     NaN            NaN                NaN                NaN        0
306                  NaN    NaN     NaN            NaN                NaN                NaN        0
307                  NaN    NaN     NaN            NaN                NaN                NaN        0
308                  NaN    NaN     NaN            NaN                NaN                NaN        0
309                  NaN    NaN     NaN            NaN                NaN                NaN        0
310                  NaN    NaN     NaN            NaN                NaN                NaN        0
311                  NaN    NaN     NaN            NaN                NaN                NaN        0
312                  NaN    NaN     NaN            NaN                NaN                NaN        0
313                  NaN    NaN     NaN            NaN                NaN                NaN        0
314                  NaN    NaN     NaN            NaN                NaN                NaN        0
315                  NaN    NaN     NaN            NaN                NaN                NaN        0
316                  NaN    NaN     NaN            NaN                NaN                NaN        0
317                  NaN    NaN     NaN            NaN                NaN                NaN        0
318                  NaN    NaN     NaN            NaN                NaN                NaN        0
319                  NaN    NaN     NaN            NaN                NaN                NaN        0
320                  NaN    NaN     NaN            NaN                NaN                NaN        0
321                  NaN    NaN     NaN            NaN                NaN                NaN        0
322                  NaN    NaN     NaN            NaN                NaN                NaN        0
323                  NaN    NaN     NaN            NaN                NaN                NaN        0
324                  NaN    NaN     NaN            NaN                NaN                NaN        0
325                  NaN    NaN     NaN            NaN                NaN                NaN        0
326                  NaN    NaN     NaN            NaN                NaN                NaN        0
327                  NaN    NaN     NaN            NaN                NaN                NaN        0
328                  NaN    NaN     NaN            NaN                NaN                NaN        0
329                  NaN    NaN     NaN            NaN                NaN                NaN        0
330                  NaN    NaN     NaN            NaN                NaN                NaN        0
331                  NaN    NaN     NaN            NaN                NaN                NaN        0
332                  NaN    NaN     NaN            NaN                NaN                NaN        0
333                  NaN    NaN     NaN            NaN                NaN                NaN        0
334                  NaN    NaN     NaN            NaN                NaN                NaN        0
335                  NaN    NaN     NaN            NaN                NaN                NaN        0
336                  NaN    NaN     NaN            NaN                NaN                NaN        0
337                  NaN    NaN     NaN            NaN                NaN                NaN        0
338                  NaN    NaN     NaN            NaN                NaN                NaN        0
339                  NaN    NaN     NaN            NaN                NaN                NaN        0
340                  NaN    NaN     NaN            NaN                NaN                NaN        0
341                  NaN    NaN     NaN            NaN                NaN                NaN        0
342                  NaN    NaN     NaN            NaN                NaN                NaN        0
343                  NaN    NaN     NaN            NaN                NaN                NaN        0
344                  NaN    NaN     NaN            NaN                NaN                NaN        0
345                  NaN    NaN     NaN            NaN                NaN                NaN        0
346                  NaN    NaN     NaN            NaN                NaN                NaN        0
347                  NaN    NaN     NaN            NaN                NaN                NaN        0
348                  NaN    NaN     NaN            NaN                NaN                NaN        0
349                  NaN    NaN     NaN            NaN                NaN                NaN        0
350                  NaN    NaN     NaN            NaN                NaN                NaN        0
351                  NaN    NaN     NaN            NaN                NaN                NaN        0
352                  NaN    NaN     NaN            NaN                NaN                NaN        0
353                  NaN    NaN     NaN            NaN                NaN                NaN        0
354                  NaN    NaN     NaN            NaN                NaN                NaN        0
355                  NaN    NaN     NaN            NaN                NaN                NaN        0
356                  NaN    NaN     NaN            NaN                NaN                NaN        0
357                  NaN    NaN     NaN            NaN                NaN                NaN        0
358                  NaN    NaN     NaN            NaN                NaN                NaN        0
359                  NaN    NaN     NaN            NaN                NaN                NaN        0
360                  NaN    NaN     NaN            NaN                NaN                NaN        0
361                  NaN    NaN     NaN            NaN                NaN                NaN        0
362                  NaN    NaN     NaN            NaN                NaN                NaN        0
363                  NaN    NaN     NaN            NaN                NaN                NaN        0
364                  NaN    NaN     NaN            NaN                NaN                NaN        0
365                  NaN    NaN     NaN            NaN                NaN                NaN        0
366                  NaN    NaN     NaN            NaN                NaN                NaN        0
367                  NaN    NaN     NaN            NaN                NaN                NaN        0
368                  NaN    NaN     NaN            NaN                NaN                NaN        0
369                  NaN    NaN     NaN            NaN                NaN                NaN        0
370                  NaN    NaN     NaN            NaN                NaN                NaN        0
371                  NaN    NaN     NaN            NaN                NaN                NaN        0
372                  NaN    NaN     NaN            NaN                NaN                NaN        0
373                  NaN    NaN     NaN            NaN                NaN                NaN        0
374                  NaN    NaN     NaN            NaN                NaN                NaN        0
375                  NaN    NaN     NaN            NaN                NaN                NaN        0
376                  NaN    NaN     NaN            NaN                NaN                NaN        0
377                  NaN    NaN     NaN            NaN                NaN                NaN        0
378                  NaN    NaN     NaN            NaN                NaN                NaN        0
379                  NaN    NaN     NaN            NaN                NaN                NaN        0
380                  NaN    NaN     NaN            NaN                NaN                NaN        0
381                  NaN    NaN     NaN            NaN                NaN                NaN        0
382                  NaN    NaN     NaN            NaN                NaN                NaN        0
383                  NaN    NaN     NaN            NaN                NaN                NaN        0
384                  NaN    NaN     NaN            NaN                NaN                NaN        0
385                  NaN    NaN     NaN            NaN                NaN                NaN        0
386                  NaN    NaN     NaN            NaN                NaN                NaN        0
387                  NaN    NaN     NaN            NaN                NaN                NaN        0
388                  NaN    NaN     NaN            NaN                NaN                NaN        0
389                  NaN    NaN     NaN            NaN                NaN                NaN        0
390                  NaN    NaN     NaN            NaN                NaN                NaN        0
391                  NaN    NaN     NaN            NaN                NaN                NaN        0
392                  NaN    NaN     NaN            NaN                NaN                NaN        0
393                  NaN    NaN     NaN            NaN                NaN                NaN        0
394                  NaN    NaN     NaN            NaN                NaN                NaN        0
395                  NaN    NaN     NaN            NaN                NaN                NaN        0
396                  NaN    NaN     NaN            NaN                NaN                NaN        0
397                  NaN    NaN     NaN            NaN                NaN                NaN        0
398                  NaN    NaN     NaN            NaN                NaN                NaN        0
399                  NaN    NaN     NaN            NaN                NaN                NaN        0
400                  NaN    NaN     NaN            NaN                NaN                NaN        0
401                  NaN    NaN     NaN            NaN                NaN                NaN        0
402                  NaN    NaN     NaN            NaN                NaN                NaN        0
403                  NaN    NaN     NaN            NaN                NaN                NaN        0
404                  NaN    NaN     NaN            NaN                NaN                NaN        0
405                  NaN    NaN     NaN            NaN                NaN                NaN        0
406                  NaN    NaN     NaN            NaN                NaN                NaN        0
407                  NaN    NaN     NaN            NaN                NaN                NaN        0
408                  NaN    NaN     NaN            NaN                NaN                NaN        0
409                  NaN    NaN     NaN            NaN                NaN                NaN        0
410                  NaN    NaN     NaN            NaN                NaN                NaN        0
411                  NaN    NaN     NaN            NaN                NaN                NaN        0
412                  NaN    NaN     NaN            NaN                NaN                NaN        0
413                  NaN    NaN     NaN            NaN                NaN                NaN        0
414                  NaN    NaN     NaN            NaN                NaN                NaN        0
415                  NaN    NaN     NaN            NaN                NaN                NaN        0
416                  NaN    NaN     NaN            NaN                NaN                NaN        0
417                  NaN    NaN     NaN            NaN                NaN                NaN        0
418                  NaN    NaN     NaN            NaN                NaN                NaN        0
419                  NaN    NaN     NaN            NaN                NaN                NaN        0
420                  NaN    NaN     NaN            NaN                NaN                NaN        0
421                  NaN    NaN     NaN            NaN                NaN                NaN        0
422                  NaN    NaN     NaN            NaN                NaN                NaN        0
423                  NaN    NaN     NaN            NaN                NaN                NaN        0
424                  NaN    NaN     NaN            NaN                NaN                NaN        0
425                  NaN    NaN     NaN            NaN                NaN                NaN        0
426                  NaN    NaN     NaN            NaN                NaN                NaN        0
427                  NaN    NaN     NaN            NaN                NaN                NaN        0
428                  NaN    NaN     NaN            NaN                NaN                NaN        0
429                  NaN    NaN     NaN            NaN                NaN                NaN        0
430                  NaN    NaN     NaN            NaN                NaN                NaN        0
431                  NaN    NaN     NaN            NaN                NaN                NaN        0
432                  NaN    NaN     NaN            NaN                NaN                NaN        0
433                  NaN    NaN     NaN            NaN                NaN                NaN        0
434                  NaN    NaN     NaN            NaN                NaN                NaN        0
435                  NaN    NaN     NaN            NaN                NaN                NaN        0
436                  NaN    NaN     NaN            NaN                NaN                NaN        0
437                  NaN    NaN     NaN            NaN                NaN                NaN        0
438                  NaN    NaN     NaN            NaN                NaN                NaN        0
439                  NaN    NaN     NaN            NaN                NaN                NaN        0
440                  NaN    NaN     NaN            NaN                NaN                NaN        0
441                  NaN    NaN     NaN            NaN                NaN                NaN        0
442                  NaN    NaN     NaN            NaN                NaN                NaN        0
443                  NaN    NaN     NaN            NaN                NaN                NaN        0
444                  NaN    NaN     NaN            NaN                NaN                NaN        0
445                  NaN    NaN     NaN            NaN                NaN                NaN        0
446                  NaN    NaN     NaN            NaN                NaN                NaN        0
447                  NaN    NaN     NaN            NaN                NaN                NaN        0
448                  NaN    NaN     NaN            NaN                NaN                NaN        0
449                  NaN    NaN     NaN            NaN                NaN                NaN        0
450                  NaN    NaN     NaN            NaN                NaN                NaN        0
451                  NaN    NaN     NaN            NaN                NaN                NaN        0
452                  NaN    NaN     NaN            NaN                NaN                NaN        0
453                  NaN    NaN     NaN            NaN                NaN                NaN        0
454                  NaN    NaN     NaN            NaN                NaN                NaN        0
455                  NaN    NaN     NaN            NaN                NaN                NaN        0
456                  NaN    NaN     NaN            NaN                NaN                NaN        0
457                  NaN    NaN     NaN            NaN                NaN                NaN        0
458                  NaN    NaN     NaN            NaN                NaN                NaN        0
459                  NaN    NaN     NaN            NaN                NaN                NaN        0
460                  NaN    NaN     NaN            NaN                NaN                NaN        0
461                  NaN    NaN     NaN            NaN                NaN                NaN        0
462                  NaN    NaN     NaN            NaN                NaN                NaN        0
463                  NaN    NaN     NaN            NaN                NaN                NaN        0
464                  NaN    NaN     NaN            NaN                NaN                NaN        0
465                  NaN    NaN     NaN            NaN                NaN                NaN        0
466                  NaN    NaN     NaN            NaN                NaN                NaN        0
467                  NaN    NaN     NaN            NaN                NaN                NaN        0
468                  NaN    NaN     NaN            NaN                NaN                NaN        0
469                  NaN    NaN     NaN            NaN                NaN                NaN        0
470                  NaN    NaN     NaN            NaN                NaN                NaN        0
471                  NaN    NaN     NaN            NaN                NaN                NaN        0
472                  NaN    NaN     NaN            NaN                NaN                NaN        0
473                  NaN    NaN     NaN            NaN                NaN                NaN        0
474                  NaN    NaN     NaN            NaN                NaN                NaN        0
475                  NaN    NaN     NaN            NaN                NaN                NaN        0
476                  NaN    NaN     NaN            NaN                NaN                NaN        0
477                  NaN    NaN     NaN            NaN                NaN                NaN        0
478                  NaN    NaN     NaN            NaN                NaN                NaN        0
